Word,Lemma_spacy,PoS_tag_spacy,Spelling,DomPoSLemma,Dom_PoS_SUBTLEX,Pipeline_step,Pipeline_source,Lemma_before_step4,Step4_special_case,Lemma_pipeline_final
stripling,striple,VERB,stripling,stripling,Noun,1,Step 1: SUBTLEX-UK,stripling,False,stripling
strode,strode,PROPN,strode,stride,Verb,1,Step 1: SUBTLEX-UK,stride,False,stride
stronger,strong,ADJ,stronger,stronger,Adjective,1,Step 1: SUBTLEX-UK,stronger,False,stronger
strongest,strong,ADJ,strongest,strongest,Adjective,1,Step 1: SUBTLEX-UK,strongest,False,strongest
stroppier,stroppy,ADJ,stroppier,stroppier,,1,Step 1: SUBTLEX-UK,stroppier,False,stroppier
strove,strove,VERB,strove,strive,Verb,1,Step 1: SUBTLEX-UK,strive,False,strive
structuring,structure,VERB,structuring,structuring,Verb,1,Step 1: SUBTLEX-UK,structuring,False,structuring
stuccoed,stucco,VERB,stuccoed,stuccoed,,1,Step 1: SUBTLEX-UK,stuccoed,False,stuccoed
studier,studi,ADJ,studier,studier,,1,Step 1: SUBTLEX-UK,studier,False,studier
stuffing,stuff,VERB,stuffing,stuffing,Noun,1,Step 1: SUBTLEX-UK,stuffing,False,stuffing
stunk,stunk,VERB,stunk,stink,Verb,1,Step 1: SUBTLEX-UK,stink,False,stink
stunned,stun,VERB,stunned,stunned,Verb,1,Step 1: SUBTLEX-UK,stunned,False,stunned
stupidest,stupid,ADJ,stupidest,stupidest,Adjective,1,Step 1: SUBTLEX-UK,stupidest,False,stupidest
sturdiest,sturdy,ADJ,sturdiest,sturdiest,Adjective,1,Step 1: SUBTLEX-UK,sturdiest,False,sturdiest
styling,styling,NOUN,styling,style,Noun,1,Step 1: SUBTLEX-UK,style,False,style
stylistics,stylistic,NOUN,stylistics,stylistics,,1,Step 1: SUBTLEX-UK,stylistics,False,stylistics
stymies,stymie,NOUN,,,Noun,2,Step 2: SUBTLEX-US + NLTK,stymy,False,stymy
STYRENE'S,styrene's,VERB,,,,3,Step 3: spaCy fallback,styrene's,True,STYRENE'S
subcontracting,subcontract,VERB,subcontracting,subcontracting,Verb,1,Step 1: SUBTLEX-UK,subcontracting,False,subcontracting
subdividing,subdividing,NOUN,subdividing,subdivide,Verb,1,Step 1: SUBTLEX-UK,subdivide,False,subdivide
subfreezing,subfreeze,VERB,,,Verb,2,Step 2: SUBTLEX-US + NLTK,subfreezing,False,subfreezing
subheading,subheade,VERB,,,Name,2,Step 2: SUBTLEX-US + NLTK,subheading,False,subheading
subsidized,subsidize,VERB,subsidized,subsidized,Adjective,1,Step 1: SUBTLEX-UK,subsidized,False,subsidized
subspecies,subspecie,NOUN,subspecies,subspecy,Noun,1,Step 1: SUBTLEX-UK,subspecy,False,subspecy
subtlest,subtle,ADJ,subtlest,subtlest,Adjective,1,Step 1: SUBTLEX-UK,subtlest,False,subtlest
suds,sud,NOUN,suds,suds,Noun,1,Step 1: SUBTLEX-UK,suds,False,suds
sufficing,suffice,VERB,,,Adjective,2,Step 2: SUBTLEX-US + NLTK,sufficing,False,sufficing
sugared,sugar,VERB,sugared,sugared,Adjective,1,Step 1: SUBTLEX-UK,sugared,False,sugared
sugaring,sugar,VERB,sugaring,sugare,,1,Step 1: SUBTLEX-UK,sugare,False,sugare
SUKARNO'S,sukarno's,NOUN,,,,3,Step 3: spaCy fallback,sukarno's,True,SUKARNO'S
SULKY'S,sulky's,NOUN,,,,3,Step 3: spaCy fallback,sulky's,True,SULKY'S
sultans,sultan,NOUN,sultans,sultans,Noun,1,Step 1: SUBTLEX-UK,sultans,False,sultans
SULZBERGER'S,sulzberger's,NOUN,,,,3,Step 3: spaCy fallback,sulzberger's,True,SULZBERGER'S
summons,summon,NOUN,summons,summons,Noun,1,Step 1: SUBTLEX-UK,summons,False,summons
sunbaked,sunbake,VERB,,,Verb,2,Step 2: SUBTLEX-US + NLTK,sunbaked,False,sunbaked
sunbathing,sunbathe,VERB,sunbathing,sunbathing,Verb,1,Step 1: SUBTLEX-UK,sunbathing,False,sunbathing
sunbed,sunbe,VERB,sunbed,sunb,,1,Step 1: SUBTLEX-UK,sunb,False,sunb
sundaes,sundaes,NOUN,sundaes,sundae,Noun,1,Step 1: SUBTLEX-UK,sundae,False,sundae
Sunday's,sunday',NOUN,,,,3,Step 3: spaCy fallback,sunday',True,Sunday's
sundays,sunday,NOUN,sundays,sundays,Name,1,Step 1: SUBTLEX-UK,sundays,False,sundays
sundered,sunder,VERB,sundered,sundered,Verb,1,Step 1: SUBTLEX-UK,sundered,False,sundered
sundries,sundrie,NOUN,sundries,sundry,Noun,1,Step 1: SUBTLEX-UK,sundry,False,sundry
sung,sung,PROPN,sung,sing,Verb,1,Step 1: SUBTLEX-UK,sing,False,sing
sunk,sunk,VERB,sunk,sink,Verb,1,Step 1: SUBTLEX-UK,sink,False,sink
sunken,sink,VERB,sunken,sunken,Adjective,1,Step 1: SUBTLEX-UK,sunken,False,sunken
sunnier,sunny,ADJ,sunnier,sunnier,Adjective,1,Step 1: SUBTLEX-UK,sunnier,False,sunnier
sunniest,sunny,ADJ,sunniest,sunniest,Adjective,1,Step 1: SUBTLEX-UK,sunniest,False,sunniest
suntanned,suntanne,VERB,suntanned,suntan,Adjective,1,Step 1: SUBTLEX-UK,suntan,False,suntan
superannuated,superannuate,VERB,superannuated,superannuated,,1,Step 1: SUBTLEX-UK,superannuated,False,superannuated
supercharged,supercharge,VERB,supercharged,supercharged,Adjective,1,Step 1: SUBTLEX-UK,supercharged,False,supercharged
superconducting,superconducte,VERB,superconducting,superconduct,Adjective,1,Step 1: SUBTLEX-UK,superconduct,False,superconduct
superheated,superheate,VERB,superheated,superheated,Adjective,1,Step 1: SUBTLEX-UK,superheated,False,superheated
superintendent's,superintendent',VERB,,,,3,Step 3: spaCy fallback,superintendent',True,superintendent's
supernovas,supernovas,PROPN,supernovas,supernova,Noun,1,Step 1: SUBTLEX-UK,supernova,False,supernova
superscribed,superscribe,VERB,superscribed,superscribed,,1,Step 1: SUBTLEX-UK,superscribed,False,superscribed
superstring,superstre,VERB,superstring,superstr,,1,Step 1: SUBTLEX-UK,superstr,False,superstr
supervening,supervene,VERB,,,Adjective,2,Step 2: SUBTLEX-US + NLTK,supervening,False,supervening
supplies,supply,NOUN,supplies,supplies,Noun,1,Step 1: SUBTLEX-UK,supplies,False,supplies
suppresses,suppresse,NOUN,suppresses,suppress,Verb,1,Step 1: SUBTLEX-UK,suppress,False,suppress
surcharging,surcharge,VERB,surcharging,surcharging,,1,Step 1: SUBTLEX-UK,surcharging,False,surcharging
surefooted,surefoote,VERB,surefooted,surefoot,,1,Step 1: SUBTLEX-UK,surefoot,False,surefoot
surest,sure,ADJ,surest,surest,Adjective,1,Step 1: SUBTLEX-UK,surest,False,surest
surfeited,surfeit,VERB,surfeited,surfeited,Verb,1,Step 1: SUBTLEX-UK,surfeited,False,surfeited
surfing,surf,VERB,surfing,surfing,Verb,1,Step 1: SUBTLEX-UK,surfing,False,surfing
surlier,surlier,ADV,,,Adjective,2,Step 2: SUBTLEX-US + NLTK,surly,False,surly
surpasses,surpasse,NOUN,surpasses,surpass,Verb,1,Step 1: SUBTLEX-UK,surpass,False,surpass
surprised,surprised,ADJ,surprised,surprise,Adjective,1,Step 1: SUBTLEX-UK,surprise,False,surprise
surrealists,surrealist,NOUN,surrealists,surrealists,Noun,1,Step 1: SUBTLEX-UK,surrealists,False,surrealists
surreys,surrey,NOUN,surreys,surreys,Noun,1,Step 1: SUBTLEX-UK,surreys,False,surreys
surroundings,surrounding,NOUN,surroundings,surroundings,Noun,1,Step 1: SUBTLEX-UK,surroundings,False,surroundings
Susan's,susan',NOUN,,,,3,Step 3: spaCy fallback,susan',True,Susan's
susceptibilities,susceptibilitie,VERB,susceptibilities,susceptibility,Noun,1,Step 1: SUBTLEX-UK,susceptibility,False,susceptibility
Susie's,susie',NOUN,,,,3,Step 3: spaCy fallback,susie',True,Susie's
suspenders,suspender,NOUN,suspenders,suspenders,Noun,1,Step 1: SUBTLEX-UK,suspenders,False,suspenders
SUVOROV'S,suvorov',NOUN,,,,3,Step 3: spaCy fallback,suvorov',True,SUVOROV'S
suvs,suvs,NOUN,suvs,suv,,1,Step 1: SUBTLEX-UK,suv,False,suv
swam,swam,VERB,swam,swim,Verb,1,Step 1: SUBTLEX-UK,swim,False,swim
swankier,swanky,ADJ,swankier,swankier,Adjective,1,Step 1: SUBTLEX-UK,swankier,False,swankier
swanned,swanne,VERB,swanned,swan,,1,Step 1: SUBTLEX-UK,swan,False,swan
swanning,swanne,VERB,swanning,swan,Verb,1,Step 1: SUBTLEX-UK,swan,False,swan
swashes,swash,NOUN,swashes,swashes,Noun,1,Step 1: SUBTLEX-UK,swashes,False,swashes
swastikas,swastikas,PROPN,swastikas,swastika,Noun,1,Step 1: SUBTLEX-UK,swastika,False,swastika
swathes,swathe,VERB,swathes,swath,,1,Step 1: SUBTLEX-UK,swath,False,swath
swearing,swear,VERB,swearing,swearing,Verb,1,Step 1: SUBTLEX-UK,swearing,False,swearing
sweatier,sweaty,ADJ,sweatier,sweatier,Adjective,1,Step 1: SUBTLEX-UK,sweatier,False,sweatier
sweatiest,sweaty,ADJ,sweatiest,sweatiest,Adjective,1,Step 1: SUBTLEX-UK,sweatiest,False,sweatiest
sweating,sweat,VERB,sweating,sweating,Verb,1,Step 1: SUBTLEX-UK,sweating,False,sweating
Sweden's,sweden',NOUN,,,,3,Step 3: spaCy fallback,sweden',True,Sweden's
sweeping,sweep,VERB,sweeping,sweeping,Verb,1,Step 1: SUBTLEX-UK,sweeping,False,sweeping
sweepings,sweeping,NOUN,sweepings,sweepings,Noun,1,Step 1: SUBTLEX-UK,sweepings,False,sweepings
sweeter,sweet,ADJ,sweeter,sweeter,Adjective,1,Step 1: SUBTLEX-UK,sweeter,False,sweeter
SWIFT'S,swift',NOUN,,,,3,Step 3: spaCy fallback,swift',True,SWIFT'S
swiftest,swift,ADJ,swiftest,swiftest,Adjective,1,Step 1: SUBTLEX-UK,swiftest,False,swiftest
swimming,swim,VERB,swimming,swimming,Noun,1,Step 1: SUBTLEX-UK,swimming,False,swimming
swingeing,swinge,VERB,swingeing,swingee,,1,Step 1: SUBTLEX-UK,swingee,False,swingee
swinging,swinge,VERB,swinging,swing,Verb,1,Step 1: SUBTLEX-UK,swing,False,swing
swiper,swip,ADJ,swiper,swiper,Noun,1,Step 1: SUBTLEX-UK,swiper,False,swiper
swum,swum,ADJ,swum,swim,Verb,1,Step 1: SUBTLEX-UK,swim,False,swim
swung,swung,PROPN,swung,swing,Verb,1,Step 1: SUBTLEX-UK,swing,False,swing
SYMES'S,symes',NOUN,,,,3,Step 3: spaCy fallback,symes',True,SYMES'S
synapses,synapsis,NOUN,synapses,synaps,Noun,1,Step 1: SUBTLEX-UK,synaps,False,synaps
synonyms,synonyms,PROPN,synonyms,synonym,Noun,1,Step 1: SUBTLEX-UK,synonym,False,synonym
synthesized,synthesized,VERB,synthesized,synthesize,Verb,1,Step 1: SUBTLEX-UK,synthesize,False,synthesize
syrians,syrian,NOUN,syrians,syrians,Noun,1,Step 1: SUBTLEX-UK,syrians,False,syrians
syringes,syrinx,NOUN,syringes,syringe,Noun,1,Step 1: SUBTLEX-UK,syringe,False,syringe
T'IEN,t'ien,PRON,,,,3,Step 3: spaCy fallback,t'ien,True,T'IEN
T'JAWN,t'jawn,VERB,,,,3,Step 3: spaCy fallback,t'jawn,True,T'JAWN
T'LAH,t'lah,ADJ,,,,3,Step 3: spaCy fallback,t'lah,True,T'LAH
tableaux,tableaux,ADV,tableaux,tableau,Noun,1,Step 1: SUBTLEX-UK,tableau,False,tableau
tackier,tacky,ADJ,tackier,tackier,,1,Step 1: SUBTLEX-UK,tackier,False,tackier
tackiest,tacky,ADJ,tackiest,tackiest,Adjective,1,Step 1: SUBTLEX-UK,tackiest,False,tackiest
tae,tae,NOUN,tae,ta,Preposition,1,Step 1: SUBTLEX-UK,ta,False,ta
TAHSE'S,tahse',NOUN,,,,3,Step 3: spaCy fallback,tahse',True,TAHSE'S
TAILIN'S,tailin',NOUN,,,,3,Step 3: spaCy fallback,tailin',True,TAILIN'S
takings,taking,NOUN,takings,takings,Noun,1,Step 1: SUBTLEX-UK,takings,False,takings
talented,talente,VERB,talented,talented,Adjective,1,Step 1: SUBTLEX-UK,talented,False,talented
taller,tall,ADJ,taller,taller,Adjective,1,Step 1: SUBTLEX-UK,taller,False,taller
tallest,tall,ADJ,tallest,tallest,Adjective,1,Step 1: SUBTLEX-UK,tallest,False,tallest
tamari,tamari,PROPN,tamari,tamarus,,1,Step 1: SUBTLEX-UK,tamarus,False,tamarus
tamils,tamil,VERB,tamils,tamils,,1,Step 1: SUBTLEX-UK,tamils,False,tamils
taming,taming,NOUN,taming,tame,Verb,1,Step 1: SUBTLEX-UK,tame,False,tame
tandoori,tandoori,VERB,tandoori,tandoorus,Noun,1,Step 1: SUBTLEX-UK,tandoorus,False,tandoorus
TANEY'S,taney',NOUN,,,,3,Step 3: spaCy fallback,taney',True,TANEY'S
tangier,tangy,ADJ,tangier,tangier,Name,1,Step 1: SUBTLEX-UK,tangier,False,tangier
tangoing,tangoing,NOUN,tangoing,tango,,1,Step 1: SUBTLEX-UK,tango,False,tango
tapas,tapas,PROPN,tapas,tapa,Noun,1,Step 1: SUBTLEX-UK,tapa,False,tapa
tapered,taper,VERB,tapered,tapered,Verb,1,Step 1: SUBTLEX-UK,tapered,False,tapered
tarmacked,tarmacke,VERB,tarmacked,tarmac,Verb,1,Step 1: SUBTLEX-UK,tarmac,False,tarmac
tarmacking,tarmacke,VERB,tarmacking,tarmack,,1,Step 1: SUBTLEX-UK,tarmack,False,tarmack
tarsier,tarsi,ADJ,tarsier,tarsier,,1,Step 1: SUBTLEX-UK,tarsier,False,tarsier
tartars,tartar,VERB,tartars,tartars,Noun,1,Step 1: SUBTLEX-UK,tartars,False,tartars
tasselled,tassel,VERB,tasselled,tasselled,,1,Step 1: SUBTLEX-UK,tasselled,False,tasselled
tastier,tasty,ADJ,tastier,tastier,Adjective,1,Step 1: SUBTLEX-UK,tastier,False,tastier
tastiest,tasty,ADJ,tastiest,tastiest,Adjective,1,Step 1: SUBTLEX-UK,tastiest,False,tastiest
tasting,taste,VERB,tasting,tasting,Noun,1,Step 1: SUBTLEX-UK,tasting,False,tasting
tatami,tatami,PROPN,tatami,tatamus,Noun,1,Step 1: SUBTLEX-UK,tatamus,False,tatamus
tattered,tattere,VERB,tattered,tattered,Adjective,1,Step 1: SUBTLEX-UK,tattered,False,tattered
tatters,tatter,NOUN,tatters,tatters,Noun,1,Step 1: SUBTLEX-UK,tatters,False,tatters
tatting,tat,VERB,,,Noun,2,Step 2: SUBTLEX-US + NLTK,tatting,False,tatting
tattooed,tattooed,VERB,tattooed,tattoo,Verb,1,Step 1: SUBTLEX-UK,tattoo,False,tattoo
taurus,tauru,NOUN,taurus,taurus,Name,1,Step 1: SUBTLEX-UK,taurus,False,taurus
taxes,taxis,NOUN,taxes,tax,Noun,1,Step 1: SUBTLEX-UK,tax,False,tax
taxis,taxis,NOUN,taxis,taxi,Noun,1,Step 1: SUBTLEX-UK,taxi,False,taxi
taxpaying,taxpaye,VERB,taxpaying,taxpay,Adjective,1,Step 1: SUBTLEX-UK,taxpay,False,taxpay
Taylor's,taylor',NOUN,,,,3,Step 3: spaCy fallback,taylor',True,Taylor's
teaching,teach,VERB,teaching,teaching,Verb,1,Step 1: SUBTLEX-UK,teaching,False,teaching
team's,team',NOUN,,,,3,Step 3: spaCy fallback,team',True,team's
teamsters,teamster,NOUN,teamsters,teamsters,Noun,1,Step 1: SUBTLEX-UK,teamsters,False,teamsters
teargas,teargas,PROPN,teargas,tearga,Noun,1,Step 1: SUBTLEX-UK,tearga,False,tearga
techies,techie,NOUN,techies,techy,Noun,1,Step 1: SUBTLEX-UK,techy,False,techy
tecs,tecs,ADV,tecs,tec,,1,Step 1: SUBTLEX-UK,tec,False,tec
ted,te,VERB,ted,ted,Name,1,Step 1: SUBTLEX-UK,ted,False,ted
teds,ted,VERB,teds,teds,Noun,1,Step 1: SUBTLEX-UK,teds,False,teds
teed,teed,VERB,teed,tee,Verb,1,Step 1: SUBTLEX-UK,tee,False,tee
teenaged,teenage,VERB,teenaged,teenaged,Adjective,1,Step 1: SUBTLEX-UK,teenaged,False,teenaged
teeniest,teeny,ADJ,teeniest,teeniest,Adjective,1,Step 1: SUBTLEX-UK,teeniest,False,teeniest
teens,teen,NOUN,teens,teens,Noun,1,Step 1: SUBTLEX-UK,teens,False,teens
teensiest,teensi,ADJ,teensiest,teensiest,Adjective,1,Step 1: SUBTLEX-UK,teensiest,False,teensiest
tees,tee,NOUN,tees,tees,Noun,1,Step 1: SUBTLEX-UK,tees,False,tees
teething,teethe,VERB,teething,teething,Noun,1,Step 1: SUBTLEX-UK,teething,False,teething
telecommunication,telecommunication,NOUN,telecommunication,telecommunications,Noun,1,Step 1: SUBTLEX-UK,telecommunications,False,telecommunications
telecommunications,telecommunication,NOUN,telecommunications,telecommunications,Noun,1,Step 1: SUBTLEX-UK,telecommunications,False,telecommunications
TELEGRAPHER'S,telegrapher',NOUN,,,,3,Step 3: spaCy fallback,telegrapher',True,TELEGRAPHER'S
telemarketing,telemarkete,VERB,telemarketing,telemarketing,Verb,1,Step 1: SUBTLEX-UK,telemarketing,False,telemarketing
telenovela,telenovela,PROPN,telenovela,telenovelum,,1,Step 1: SUBTLEX-UK,telenovelum,False,telenovelum
televising,televise,VERB,televising,televising,Verb,1,Step 1: SUBTLEX-UK,televising,False,televising
tempests,tempest,NOUN,tempests,tempests,Noun,1,Step 1: SUBTLEX-UK,tempests,False,tempests
tempi,tempi,NOUN,tempi,tempo,,1,Step 1: SUBTLEX-UK,tempo,False,tempo
tempos,tempos,PROPN,tempos,tempo,Noun,1,Step 1: SUBTLEX-UK,tempo,False,tempo
tempting,tempt,VERB,tempting,tempting,Adjective,1,Step 1: SUBTLEX-UK,tempting,False,tempting
temptresses,temptresse,VERB,temptresses,temptress,,1,Step 1: SUBTLEX-UK,temptress,False,temptress
tenderfeet,tenderfeet,NOUN,,,Noun,2,Step 2: SUBTLEX-US + NLTK,tenderfoot,False,tenderfoot
tenderhearted,tenderhearte,VERB,,,Verb,2,Step 2: SUBTLEX-US + NLTK,tenderhearted,False,tenderhearted
tenderizing,tenderizing,ADJ,,,Verb,2,Step 2: SUBTLEX-US + NLTK,tenderize,False,tenderize
tensest,tense,ADJ,tensest,tensest,Adjective,1,Step 1: SUBTLEX-UK,tensest,False,tensest
tensioning,tensione,VERB,tensioning,tension,,1,Step 1: SUBTLEX-UK,tension,False,tension
tented,tent,VERB,tented,tented,Verb,1,Step 1: SUBTLEX-UK,tented,False,tented
tenterhooks,tenterhook,NOUN,tenterhooks,tenterhooks,Noun,1,Step 1: SUBTLEX-UK,tenterhooks,False,tenterhooks
teriyaki,teriyaki,PROPN,teriyaki,teriyakus,Noun,1,Step 1: SUBTLEX-UK,teriyakus,False,teriyakus
termini,termini,PROPN,termini,terminus,,1,Step 1: SUBTLEX-UK,terminus,False,terminus
terminus,terminu,VERB,terminus,terminus,Noun,1,Step 1: SUBTLEX-UK,terminus,False,terminus
terminuses,terminuse,VERB,terminuses,terminus,,1,Step 1: SUBTLEX-UK,terminus,False,terminus
terraced,terrace,VERB,terraced,terraced,,1,Step 1: SUBTLEX-UK,terraced,False,terraced
terrier,terri,ADJ,terrier,terrier,Noun,1,Step 1: SUBTLEX-UK,terrier,False,terrier
terrifies,terrifie,NOUN,terrifies,terrify,Verb,1,Step 1: SUBTLEX-UK,terrify,False,terrify
terrifying,terrify,VERB,terrifying,terrifying,Adjective,1,Step 1: SUBTLEX-UK,terrifying,False,terrifying
territorials,territorial,NOUN,territorials,territorials,,1,Step 1: SUBTLEX-UK,territorials,False,territorials
tessellated,tessellate,VERB,tessellated,tessellated,,1,Step 1: SUBTLEX-UK,tessellated,False,tessellated
testes,testes,VERB,testes,testis,Noun,1,Step 1: SUBTLEX-UK,testis,False,testis
testing,test,VERB,testing,testing,Verb,1,Step 1: SUBTLEX-UK,testing,False,testing
tethered,tether,VERB,tethered,tethered,Verb,1,Step 1: SUBTLEX-UK,tethered,False,tethered
texans,texan,NOUN,texans,texans,Noun,1,Step 1: SUBTLEX-UK,texans,False,texans
texting,texte,VERB,texting,text,Verb,1,Step 1: SUBTLEX-UK,text,False,text
textured,texture,VERB,textured,textured,Adjective,1,Step 1: SUBTLEX-UK,textured,False,textured
thanks,thank,NOUN,thanks,thanks,Noun,1,Step 1: SUBTLEX-UK,thanks,False,thanks
thanksgiving,thanksgive,VERB,thanksgiving,thanksgiving,Noun,1,Step 1: SUBTLEX-UK,thanksgiving,False,thanksgiving
thatched,thatch,VERB,thatched,thatched,Adjective,1,Step 1: SUBTLEX-UK,thatched,False,thatched
thats,that,NOUN,thats,that,Verb,1,Step 1: SUBTLEX-UK,that,True,thats
theatricals,theatrical,NOUN,theatricals,theatricals,Noun,1,Step 1: SUBTLEX-UK,theatricals,False,theatricals
their,their,PRON,their,they,Pronoun,1,Step 1: SUBTLEX-UK,they,False,they
Thelma's,thelma's,X,,,,3,Step 3: spaCy fallback,thelma's,True,Thelma's
THEM'S,them's,NOUN,,,,3,Step 3: spaCy fallback,them's,True,THEM'S
THEON'S,theon',NOUN,,,,3,Step 3: spaCy fallback,theon',True,THEON'S
theorizing,theorize,VERB,,,Noun,2,Step 2: SUBTLEX-US + NLTK,theorizing,False,theorizing
therapeutics,therapeutic,NOUN,therapeutics,therapeutics,Noun,1,Step 1: SUBTLEX-UK,therapeutics,False,therapeutics
thereabouts,thereabout,VERB,thereabouts,thereabouts,Adverb,1,Step 1: SUBTLEX-UK,thereabouts,False,thereabouts
theres,there,NOUN,theres,there,Noun,1,Step 1: SUBTLEX-UK,there,True,theres
thermodynamics,thermodynamic,NOUN,thermodynamics,thermodynamics,Noun,1,Step 1: SUBTLEX-UK,thermodynamics,False,thermodynamics
thermosetting,thermosette,VERB,thermosetting,thermosett,Adjective,1,Step 1: SUBTLEX-UK,thermosett,False,thermosett
theses,these,VERB,theses,thesis,Noun,1,Step 1: SUBTLEX-UK,thesis,False,thesis
THET'S,thet's,X,,,,3,Step 3: spaCy fallback,thet's,True,THET'S
thicker,thick,ADJ,thicker,thicker,Adjective,1,Step 1: SUBTLEX-UK,thicker,False,thicker
thickheaded,thickheade,VERB,,,Adjective,2,Step 2: SUBTLEX-US + NLTK,thickheaded,False,thickheaded
thinner,thin,ADJ,thinner,thinner,Adjective,1,Step 1: SUBTLEX-UK,thinner,False,thinner
thinnest,thin,ADJ,thinnest,thinnest,Adjective,1,Step 1: SUBTLEX-UK,thinnest,False,thinnest
thirstier,thirsty,ADJ,thirstier,thirstier,Adjective,1,Step 1: SUBTLEX-UK,thirstier,False,thirstier
THOM'S,thom's,NOUN,,,,3,Step 3: spaCy fallback,thom's,True,THOM'S
Thomas's,thomas',NOUN,,,,3,Step 3: spaCy fallback,thomas',True,Thomas's
Thor's,thor's,NOUN,,,,3,Step 3: spaCy fallback,thor's,True,Thor's
Thoreau's,thoreau',NOUN,,,,3,Step 3: spaCy fallback,thoreau',True,Thoreau's
thorniest,thorny,ADJ,thorniest,thorniest,,1,Step 1: SUBTLEX-UK,thorniest,False,thorniest
thoroughgoing,thoroughgoing,NOUN,thoroughgoing,thoroughgo,,1,Step 1: SUBTLEX-UK,thoroughgo,False,thoroughgo
threshing,thresh,VERB,threshing,threshing,Noun,1,Step 1: SUBTLEX-UK,threshing,False,threshing
thrilling,thrill,VERB,thrilling,thrilling,Adjective,1,Step 1: SUBTLEX-UK,thrilling,False,thrilling
throated,throate,VERB,throated,throated,,1,Step 1: SUBTLEX-UK,throated,False,throated
THRONEBERRY'S,throneberry's,VERB,,,,3,Step 3: spaCy fallback,throneberry's,True,THRONEBERRY'S
thrumming,thrum,VERB,thrumming,thrumming,Verb,1,Step 1: SUBTLEX-UK,thrumming,False,thrumming
thrushes,thrushe,VERB,thrushes,thrush,,1,Step 1: SUBTLEX-UK,thrush,False,thrush
thudding,thud,VERB,thudding,thudding,Verb,1,Step 1: SUBTLEX-UK,thudding,False,thudding
thuds,thuds,VERB,thuds,thud,Verb,1,Step 1: SUBTLEX-UK,thud,False,thud
THURBER'S,thurber',NOUN,,,,3,Step 3: spaCy fallback,thurber',True,THURBER'S
Thursday's,thursday',NOUN,,,,3,Step 3: spaCy fallback,thursday',True,Thursday's
thursdays,thursday,NOUN,thursdays,thursdays,Name,1,Step 1: SUBTLEX-UK,thursdays,False,thursdays
tiddlywinks,tiddlywink,VERB,tiddlywinks,tiddlywinks,Noun,1,Step 1: SUBTLEX-UK,tiddlywinks,False,tiddlywinks
tidiest,tidy,ADJ,tidiest,tidiest,Adjective,1,Step 1: SUBTLEX-UK,tidiest,False,tidiest
tieing,tieing,NOUN,tieing,tie,Verb,1,Step 1: SUBTLEX-UK,tie,False,tie
tiered,tiere,VERB,tiered,tiered,Adjective,1,Step 1: SUBTLEX-UK,tiered,False,tiered
tighter,tight,ADJ,tighter,tighter,Adjective,1,Step 1: SUBTLEX-UK,tighter,False,tighter
tightfisted,tightfiste,VERB,,,Adjective,2,Step 2: SUBTLEX-US + NLTK,tightfisted,False,tightfisted
tightlipped,tightlippe,VERB,,,Adjective,2,Step 2: SUBTLEX-US + NLTK,tightlipped,False,tightlipped
tights,tight,NOUN,tights,tights,Noun,1,Step 1: SUBTLEX-UK,tights,False,tights
tilapia,tilapia,NOUN,tilapia,tilapium,,1,Step 1: SUBTLEX-UK,tilapium,False,tilapium
TILGHMAN'S,tilghman',NOUN,,,,3,Step 3: spaCy fallback,tilghman',True,TILGHMAN'S
tiling,tile,VERB,tiling,tiling,Noun,1,Step 1: SUBTLEX-UK,tiling,False,tiling
TILLIE'S,tillie's,ADV,,,,3,Step 3: spaCy fallback,tillie's,True,TILLIE'S
tilted,tilt,VERB,tilted,tilted,Verb,1,Step 1: SUBTLEX-UK,tilted,False,tilted
timbered,timbere,VERB,timbered,timber,Verb,1,Step 1: SUBTLEX-UK,timber,False,timber
timbering,timbere,VERB,timbering,timbering,,1,Step 1: SUBTLEX-UK,timbering,False,timbering
timekeeping,timekeepe,VERB,timekeeping,timekeeping,Noun,1,Step 1: SUBTLEX-UK,timekeeping,False,timekeeping
timesaving,timesave,VERB,timesaving,timesaving,,1,Step 1: SUBTLEX-UK,timesaving,False,timesaving
timing,time,VERB,timing,timing,Noun,1,Step 1: SUBTLEX-UK,timing,False,timing
tined,tin,VERB,tined,tine,,1,Step 1: SUBTLEX-UK,tine,False,tine
ting,te,VERB,ting,ting,Noun,1,Step 1: SUBTLEX-UK,ting,False,ting
tiniest,tiny,ADJ,tiniest,tiniest,Adjective,1,Step 1: SUBTLEX-UK,tiniest,False,tiniest
