word,word_detected,onset,offset,story_audio,PoS
There's,there's,853.45,853.6600000000001,21styear,NNP
a,a,853.66,853.7199999999999,21styear,DT
horrible,horrible,853.72,854.2,21styear,JJ
leak,leak,854.2,854.74,21styear,NN
The,the,854.809999,854.9699989999999,21styear,DT
ceiling,ceiling,854.97,855.49,21styear,NN
in,in,855.5,855.56,21styear,IN
Sasha's,<unk>,855.84,855.97,21styear,NNP
room,room,855.99,856.26,21styear,NN
has,has,856.26,856.4,21styear,VBZ
caved,caved,856.4,856.7099999999999,21styear,VBN
in,in,856.71,857.08,21styear,IN
The,the,857.53,857.6899999999999,21styear,DT
Super,super,857.69,858.0400000000001,21styear,NNP
is,is,858.04,858.1899999999999,21styear,VBZ
yelling,yelling,858.19,858.71,21styear,VBG
no,no,858.88,858.99,21styear,DT
one,one,858.99,859.02,21styear,CD
told,told,859.219999,859.459999,21styear,VBD
him,him,859.46,859.58,21styear,PRP
about,about,859.58,859.84,21styear,IN
the,the,859.84,859.94,21styear,DT
damn,damn,859.94,860.2800000000001,21styear,NN
leak,leak,860.28,860.72,21styear,JJ
Steven's,steven's,861.179999,861.689999,21styear,NNP
upset,upset,861.69,862.1700000000001,21styear,NN
there,there,862.17,862.31,21styear,EX
might,might,862.309999,862.509999,21styear,MD
be,be,862.51,862.64,21styear,VB
asbestos,asbestos,862.73,863.49,21styear,JJ
Sasha,sasha,863.779999,864.189999,21styear,NNP
seems,seems,864.2,864.5200000000001,21styear,VBZ
weirdly,weirdly,864.52,865.01,21styear,RB
amused,amused,865.01,865.75,21styear,VBN
Margaret,margaret,866.56,867.0,21styear,NNP
walks,walks,867.0,867.31,21styear,VBZ
away,away,867.31,867.64,21styear,RB
from,from,867.64,867.81,21styear,IN
this,this,867.81,868.02,21styear,DT
mess,mess,868.04,868.28,21styear,NN
and,and,868.28,868.41,21styear,CC
into,into,868.41,868.62,21styear,IN
the,the,868.62,868.74,21styear,DT
living,living,868.74,869.08,21styear,NN
room,room,869.08,869.4200000000001,21styear,NN
pours,pours,869.72,870.01,21styear,VBZ
herself,herself,870.01,870.35,21styear,PRP
a,a,870.35,870.41,21styear,DT
large,large,870.41,870.8199999999999,21styear,JJ
glass,glass,870.83,871.13,21styear,NN
of,of,871.13,871.29,21styear,IN
red,red,871.29,871.55,21styear,JJ
wine,wine,871.55,872.13,21styear,NN
Sasha,sasha,872.429999,872.8499989999999,21styear,NNP
walks,walks,872.849999,873.149999,21styear,NNS
in,in,873.15,873.29,21styear,IN
with,with,873.29,873.43,21styear,IN
a,a,873.57,873.82,21styear,DT
mop,mop,873.83,874.0500000000001,21styear,NN
Margaret,margaret,874.51,874.89,21styear,NNP
turns,turns,874.889999,875.379999,21styear,VBZ
glass,glass,875.4,875.73,21styear,NN
in,in,875.73,875.86,21styear,IN
hand,hand,875.86,876.37,21styear,NN
How,how,876.639999,876.859999,21styear,NNP
could,could,876.86,877.09,21styear,MD
you,you,877.09,877.23,21styear,PRP
not,not,877.24,877.59,21styear,RB
notice,notice,877.599999,878.009999,21styear,VB
a,a,878.009999,878.089999,21styear,DT
huge,huge,878.09,878.5600000000001,21styear,JJ
leak,leak,878.61,879.01,21styear,NN
right,right,879.04,879.4599999999999,21styear,NN
over,over,879.509999,879.749999,21styear,IN
your,your,879.75,879.96,21styear,PRP$
head,head,879.96,880.6,21styear,NN
Sasha,sasha,881.219999,881.579999,21styear,NNP
just,just,881.58,881.85,21styear,RB
shrugs,<unk>,881.85,882.4200000000001,21styear,RB
It's,it's,882.72,882.82,21styear,NNP
not,not,882.82,882.99,21styear,RB
my,my,882.99,883.19,21styear,PRP$
fault,fault,883.19,883.45,21styear,NN
the,the,883.45,883.5300000000001,21styear,DT
building,building,883.53,883.85,21styear,NN
is,is,883.86,883.99,21styear,VBZ
old,old,883.99,884.45,21styear,JJ
I'm,i'm,884.84,885.0400000000001,21styear,NNP
serious,serious,885.04,885.5699999999999,21styear,JJ
Sasha,sasha,885.58,885.88,21styear,NNP
How,how,885.88,886.03,21styear,NNP
can,can,886.03,886.1899999999999,21styear,MD
you,you,886.19,886.2900000000001,21styear,PRP
be,be,886.29,886.43,21styear,VB
so,so,886.43,886.77,21styear,RB
checked,checked,886.77,887.13,21styear,VBN
out,out,887.13,887.66,21styear,RP
Sasha's,<unk>,888.5,888.64,21styear,NNP
voice,voice,888.65,888.98,21styear,NN
is,is,888.98,889.1,21styear,VBZ
annoyingly,<unk>,889.25,889.7,21styear,RB
calm,calm,889.7,890.24,21styear,JJ
I,i,890.61,890.73,21styear,PRP
don't,,,,21styear,VBP
want,,,,21styear,VBP
to,to,890.95,891.0200000000001,21styear,TO
pick,pick,891.02,891.1999999999999,21styear,VB
a,a,891.2,891.26,21styear,DT
fight,fight,891.26,891.54,21styear,NN
with,with,891.54,891.6999999999999,21styear,IN
you,you,891.7,891.8000000000001,21styear,PRP
Margaret,margaret,891.8,892.4399999999999,21styear,VBP
You,you,892.57,892.71,21styear,PRP
want,want,892.71,892.82,21styear,VBP
to,to,892.82,892.88,21styear,TO
get,get,892.88,893.03,21styear,VB
drunk,drunk,893.03,893.49,21styear,NN
Just,just,893.57,893.86,21styear,NNP
get,get,893.86,894.0500000000001,21styear,VB
drunk,drunk,894.05,894.62,21styear,JJ
Her,her,895.07,895.2,21styear,NNP
stepdaughter,stepdaughter,895.2,895.7700000000001,21styear,NN
looks,looks,895.77,895.99,21styear,VBZ
at,at,895.99,896.1,21styear,IN
her,her,896.099999,896.229999,21styear,PRP$
with,with,896.23,896.39,21styear,IN
cold,cold,896.41,896.8,21styear,JJ
eyes,eyes,896.799999,897.239999,21styear,NNS
Where,where,897.69,897.85,21styear,WRB
the,the,897.849999,897.9399990000001,21styear,DT
hell,hell,897.94,898.2,21styear,NN
have,,,,21styear,VBP
you,you,898.32,898.49,21styear,PRP
been,been,898.49,898.9,21styear,VBN
You've,you've,898.949999,899.099999,21styear,NNP
got,got,899.1,899.26,21styear,VBD
mustard,mustard,899.27,899.8299999999999,21styear,RB
stains,stains,899.83,900.25,21styear,VBZ
all,all,900.25,900.42,21styear,DT
over,over,900.43,900.62,21styear,IN
your,your,900.62,900.79,21styear,PRP$
blouse,blouse,900.79,901.45,21styear,NN
We,we,901.95,902.07,21styear,PRP
were,were,902.07,902.17,21styear,VBD
trying,trying,902.17,902.43,21styear,VBG
to,to,902.43,902.53,21styear,TO
reach,reach,902.53,902.86,21styear,VB
you,you,902.86,903.22,21styear,PRP
When,when,909.22,909.35,21styear,WRB
the,the,909.349999,909.429999,21styear,DT
phone,phone,909.429999,909.749999,21styear,NN
rings,rings,909.75,910.23,21styear,NNS
Clara's,<unk>,910.24,910.25,21styear,NNP
throwing,throwing,910.79,911.2,21styear,VBG
up,up,911.2,911.58,21styear,RP
She,she,912.05,912.24,21styear,PRP
catches,catches,912.24,912.62,21styear,VBZ
her,her,912.62,912.72,21styear,PRP$
breath,breath,912.719999,913.249999,21styear,NN
Makes,makes,913.79,914.0,21styear,NNP
sure,sure,914.0,914.21,21styear,NN
to,to,914.21,914.31,21styear,TO
clean,clean,914.309999,914.569999,21styear,VB
everything,everything,914.57,915.03,21styear,NN
well,well,915.03,915.53,21styear,RB
underneath,underneath,915.87,916.35,21styear,IN
the,the,916.359999,916.439999,21styear,DT
toilet,toilet,916.449999,916.809999,21styear,NN
seat,seat,916.809999,917.069999,21styear,NN
too,too,917.07,917.5,21styear,RB
always,always,917.51,917.89,21styear,RB
check,check,917.889999,918.149999,21styear,VB
that,that,918.16,918.62,21styear,IN
before,before,918.94,919.29,21styear,IN
she,she,919.29,919.47,21styear,PRP
calls,calls,919.47,919.77,21styear,VBZ
back,back,919.77,920.16,21styear,RB
It's,it's,920.9,921.05,21styear,NNP
her,her,921.05,921.16,21styear,PRP$
mom,mom,921.16,921.75,21styear,NN
You,you,922.04,922.17,21styear,PRP
want,want,922.17,922.33,21styear,VBP
me,me,922.33,922.42,21styear,PRP
to,to,922.42,922.52,21styear,TO
send,send,922.52,922.74,21styear,VB
you,you,922.74,922.83,21styear,PRP
some,some,922.83,923.01,21styear,DT
money,money,923.01,923.54,21styear,NN
No,no,924.2,924.48,21styear,DT
mama,mama,924.48,924.89,21styear,NN
we're,we're,924.9,925.11,21styear,RB
good,good,925.11,925.65,21styear,JJ
Gary,gary,926.09,926.41,21styear,NNP
got,got,926.41,926.58,21styear,VBD
a,a,926.58,926.64,21styear,DT
job,job,926.639999,926.979999,21styear,NN
yet,yet,926.98,927.37,21styear,RB
He,he,927.52,927.67,21styear,PRP
should,should,927.67,927.81,21styear,MD
have,have,927.809999,927.959999,21styear,VB
stayed,stayed,927.96,928.41,21styear,VBN
designing,designing,928.42,928.88,21styear,VBG
those,those,928.88,929.11,21styear,DT
greeting,greeting,929.11,929.54,21styear,VBG
cards,cards,929.54,929.92,21styear,NNS
He,he,929.92,930.06,21styear,PRP
was,was,930.059999,930.239999,21styear,VBD
good,good,930.24,930.48,21styear,JJ
at,at,930.48,930.6,21styear,IN
that,that,930.599999,930.949999,21styear,DT
I,i,931.009999,931.159999,21styear,PRP
still,still,931.16,931.41,21styear,RB
find,find,931.41,931.69,21styear,VB
them,them,931.69,931.82,21styear,PRP
at,at,931.82,931.95,21styear,IN
Wal,wal,931.95,932.19,21styear,NNP
Mart,mart,932.19,932.59,21styear,NNP
The,the,933.049999,933.169999,21styear,DT
way,way,933.17,933.36,21styear,NN
her,her,933.36,933.46,21styear,PRP$
mom,mom,933.46,933.78,21styear,NN
says,says,933.79,934.14,21styear,VBZ
that,that,934.139999,934.479999,21styear,IN
it,it,934.5,934.63,21styear,PRP
could,could,934.629999,934.819999,21styear,MD
be,be,934.82,934.91,21styear,VB
ultimate,ultimate,934.91,935.31,21styear,JJ
praise,praise,935.33,935.87,21styear,NN
or,or,935.9,936.07,21styear,CC
ultimate,ultimate,936.07,936.53,21styear,JJ
scorn,scorn,936.529999,937.209999,21styear,NN
That,that,937.54,937.72,21styear,WDT
reminds,reminds,937.72,938.21,21styear,VBZ
Clara,clara,938.21,938.73,21styear,NNP
she,she,938.76,938.91,21styear,PRP
has,has,938.91,939.07,21styear,VBZ
a,a,939.07,939.13,21styear,DT
card,card,939.13,939.44,21styear,NN
to,to,939.45,939.58,21styear,TO
send,send,939.58,940.17,21styear,VB
It's,it's,940.27,940.47,21styear,NNP
August,august,940.48,941.02,21styear,NNP
eighteenth,eighteenth,941.02,941.81,21styear,NN
She,she,941.95,942.16,21styear,PRP
still,still,942.16,942.45,21styear,RB
remembers,remembers,942.45,942.87,21styear,VBZ
the,the,942.87,943.01,21styear,DT
address,address,943.01,943.36,21styear,NN
by,by,943.36,943.53,21styear,IN
heart,heart,943.53,944.1,21styear,NN
Ready,ready,944.55,944.87,21styear,NNP
for,for,944.87,945.06,21styear,IN
work,work,945.059999,945.479999,21styear,NN
Almost,almost,946.27,946.75,21styear,NNP
mama,mama,946.75,947.3,21styear,NN
You,you,947.889999,948.049999,21styear,PRP
hold,hold,948.05,948.26,21styear,VBP
onto,onto,948.259999,948.539999,21styear,IN
that,that,948.54,948.77,21styear,DT
job,job,948.77,949.14,21styear,NN
A,a,949.15,949.18,21styear,DT
staff,staff,949.179999,949.519999,21styear,NN
job,job,949.52,949.75,21styear,NN
is,is,949.75,949.88,21styear,VBZ
not,not,949.889999,950.109999,21styear,RB
easy,easy,950.11,950.38,21styear,JJ
to,to,950.38,950.48,21styear,TO
get,get,950.48,950.95,21styear,VB
I'm,i'm,951.38,951.62,21styear,NNP
really,really,951.62,951.93,21styear,RB
proud,proud,951.929999,952.259999,21styear,VB
of,of,952.26,952.39,21styear,IN
you,you,952.389999,952.529999,21styear,PRP
baby,baby,952.529999,953.149999,21styear,VBP
You,you,953.24,953.43,21styear,PRP
still,still,953.43,953.65,21styear,RB
want,want,953.65,953.84,21styear,VBP
the,the,953.84,953.91,21styear,DT
name,name,953.91,954.11,21styear,NN
of,of,954.109999,954.159999,21styear,IN
that,that,954.17,954.39,21styear,DT
lawyer,lawyer,954.39,954.92,21styear,NN
Mr,mr,955.01,955.31,21styear,NNP
Zimmler's,<unk>,955.31,955.68,21styear,NNP
the,the,955.75,955.84,21styear,DT
best,best,955.84,956.29,21styear,JJS
He,he,956.3,956.44,21styear,PRP
won't,won't,956.44,956.68,21styear,VBZ
overcharge,overcharge,956.68,957.54,21styear,NN
Clara,clara,957.92,958.24,21styear,NNP
closes,closes,958.24,958.73,21styear,VBZ
her,her,958.73,958.92,21styear,PRP$
eyes,eyes,958.92,959.37,21styear,NNS
That,that,959.83,960.0,21styear,DT
was,was,960.0,960.14,21styear,VBD
one,one,960.14,960.36,21styear,CD
conversation,conversation,960.36,961.1,21styear,NN
in,in,961.1,961.22,21styear,IN
thousands,thousands,961.22,962.0,21styear,NNS
But,but,962.0,962.15,21styear,CC
her,her,962.15,962.25,21styear,PRP$
mom,mom,962.25,962.52,21styear,NN
won't,won't,962.53,962.85,21styear,NN
forget,forget,962.849999,963.499999,21styear,VB
I'm,i'm,963.73,963.87,21styear,NNP
not,not,963.87,964.03,21styear,RB
ready,ready,964.03,964.28,21styear,JJ
to,to,964.28,964.39,21styear,TO
throw,throw,964.389999,964.649999,21styear,VB
away,away,964.65,964.88,21styear,RP
the,the,964.88,964.98,21styear,DT
last,last,964.98,965.27,21styear,JJ
ten,ten,965.27,965.41,21styear,JJ
years,years,965.41,965.66,21styear,NNS
of,of,965.66,965.75,21styear,IN
my,my,965.75,965.91,21styear,PRP$
life,life,965.91,966.46,21styear,NN
The,the,966.929999,967.039999,21styear,DT
moment,moment,967.04,967.36,21styear,NN
she,she,967.37,967.57,21styear,PRP
snaps,snaps,967.57,968.11,21styear,VBZ
she,she,968.12,968.34,21styear,PRP
regrets,regrets,968.34,968.84,21styear,VBZ
it,it,968.839999,969.069999,21styear,PRP
Gary,gary,969.61,969.97,21styear,NNP
and,and,969.969999,970.119999,21styear,CC
I,i,970.119999,970.309999,21styear,PRP
are,are,970.309999,970.399999,21styear,VBP
sticking,sticking,970.4,970.76,21styear,VBG
it,it,970.76,970.91,21styear,PRP
out,out,971.04,971.38,21styear,IN
Steven,steven,976.77,977.03,21styear,NNP
can,can,977.2,977.37,21styear,MD
hear,hear,977.37,977.57,21styear,VB
their,their,977.57,977.74,21styear,PRP$
agitated,agitated,977.75,978.39,21styear,JJ
voices,voices,978.39,978.87,21styear,NNS
full,full,978.87,979.09,21styear,JJ
of,of,979.09,979.22,21styear,IN
anger,anger,979.22,979.76,21styear,NN
He,he,979.82,979.95,21styear,PRP
tries,tries,979.95,980.24,21styear,VBZ
his,his,980.24,980.42,21styear,PRP$
best,best,980.42,980.82,21styear,JJS
at,at,980.82,980.94,21styear,IN
brokering,brokering,980.94,981.46,21styear,VBG
peace,peace,981.46,982.01,21styear,NN
Can,can,982.27,982.44,21styear,NNP
I,i,982.44,982.5,21styear,PRP
get,get,982.51,982.73,21styear,VBP
you,you,982.73,982.84,21styear,PRP
guys,guys,982.84,983.12,21styear,JJ
water,water,983.12,983.67,21styear,NN
he,he,983.71,983.86,21styear,PRP
calls,calls,983.86,984.18,21styear,VBZ
to,to,984.179999,984.289999,21styear,TO
the,the,984.29,984.38,21styear,DT
back,back,984.38,984.92,21styear,NN
He,he,985.19,985.35,21styear,PRP
stands,stands,985.349999,985.719999,21styear,VBZ
in,in,985.719999,985.839999,21styear,IN
his,his,985.84,986.04,21styear,PRP$
pajamas,pajamas,986.04,986.82,21styear,NN
by,by,986.839999,986.969999,21styear,IN
the,the,986.969999,987.089999,21styear,DT
light,light,987.089999,987.279999,21styear,NN
of,of,987.28,987.37,21styear,IN
the,the,987.37,987.51,21styear,DT
open,open,987.509999,987.779999,21styear,JJ
fridge,fridge,987.78,988.41,21styear,NN
He,he,988.719999,988.869999,21styear,PRP
can,can,988.869999,989.029999,21styear,MD
hear,hear,989.029999,989.269999,21styear,VB
Margaret's,margaret's,989.27,989.74,21styear,NNP
voice,voice,989.75,990.17,21styear,NN
rising,rising,990.17,990.63,21styear,VBG
high,high,990.63,991.15,21styear,JJ
Sasha,sasha,991.33,991.94,21styear,NNP
if,if,992.06,992.26,21styear,IN
you're,you're,992.26,992.49,21styear,VBN
in,in,992.49,992.61,21styear,IN
trouble,trouble,992.61,993.14,21styear,NN
you,you,993.2,993.4,21styear,PRP
have,have,993.41,993.81,21styear,VBP
to,to,993.81,993.93,21styear,TO
tell,tell,993.93,994.26,21styear,VB
us,us,994.26,994.67,21styear,PRP
Sasha,sasha,995.19,995.57,21styear,NNP
storms,storms,995.57,996.03,21styear,NNS
in,in,996.03,996.34,21styear,IN
Get,get,996.78,996.88,21styear,NNP
your,your,996.99,997.28,21styear,PRP$
wife,wife,997.29,997.77,21styear,NN
off,off,997.77,997.97,21styear,IN
my,my,997.97,998.15,21styear,PRP$
back,back,998.15,998.65,21styear,JJ
I'll,i'll,999.01,999.32,21styear,NNP
handle,handle,999.32,999.75,21styear,NN
it,it,999.75,999.86,21styear,PRP
Maggie,maggie,999.86,1000.52,21styear,NNP
There's,there's,1000.74,1000.93,21styear,NNP
nothing,nothing,1000.929999,1001.099999,21styear,NN
to,to,1001.219999,1001.269999,21styear,TO
handle,handle,1001.27,1001.69,21styear,VB
here,here,1001.69,1001.92,21styear,RB
dad,dad,1001.92,1002.33,21styear,JJ
She's,she's,1002.33,1002.52,21styear,NNP
just,just,1002.52,1002.78,21styear,RB
fixating,<unk>,1002.84,1003.47,21styear,VBG
on,on,1003.48,1003.68,21styear,IN
me,me,1003.679999,1003.999999,21styear,PRP
My,my,1004.21,1004.41,21styear,NNP
boyfriend,boyfriend,1004.41,1004.95,21styear,NN
just,just,1004.95,1005.16,21styear,RB
ditched,ditched,1005.16,1005.53,21styear,VBN
I'm,i'm,1005.549999,1005.779999,21styear,NNP
upset,upset,1005.78,1006.28,21styear,JJ
I'm,i'm,1006.309999,1006.529999,21styear,NNP
simply,simply,1006.529999,1006.949999,21styear,RB
upset,upset,1006.949999,1007.499999,21styear,JJ
What's,what's,1007.65,1007.94,21styear,NNP
wrong,wrong,1007.940001,1008.180001,21styear,NN
with,with,1008.18,1008.31,21styear,IN
being,being,1008.33,1008.56,21styear,VBG
upset,upset,1008.56,1009.01,21styear,VBN
You're,you're,1009.02,1009.2,21styear,IN
the,the,1009.2,1009.29,21styear,DT
therapist,therapist,1009.29,1009.81,21styear,NN
no,no,1009.81,1010.11,21styear,DT
You,you,1010.16,1010.35,21styear,PRP
tell,tell,1010.35,1010.58,21styear,VBP
me,me,1010.6,1010.94,21styear,PRP
is,is,1011.06,1011.2,21styear,VBZ
there,there,1011.2,1011.35,21styear,RB
something,something,1011.35,1011.71,21styear,NN
wrong,wrong,1011.72,1012.19,21styear,JJ
if,if,1012.19,1012.33,21styear,IN
I,i,1012.33,1012.37,21styear,PRP
am,am,1012.37,1012.46,21styear,VBP
upset,upset,1012.46,1013.11,21styear,JJ
She's,she's,1013.42,1013.7,21styear,NNP
yelling,yelling,1013.7,1014.12,21styear,NN
now,now,1014.12,1014.51,21styear,RB
Margaret,margaret,1014.81,1015.09,21styear,NNP
stands,stands,1015.11,1015.53,21styear,NNS
by,by,1015.53,1015.68,21styear,IN
the,the,1015.69,1015.8,21styear,DT
door,door,1015.8,1016.29,21styear,NN
Upset,upset,1016.5,1016.93,21styear,NNP
is,is,1016.929999,1017.089999,21styear,VBZ
one,one,1017.09,1017.34,21styear,CD
thing,thing,1017.34,1017.56,21styear,NN
she,she,1017.57,1017.75,21styear,PRP
says,says,1017.75,1018.12,21styear,VBZ
stealing,stealing,1018.13,1018.64,21styear,VBG
pills,pills,1018.639999,1019.109999,21styear,NNS
is,is,1019.13,1019.26,21styear,VBZ
another,another,1019.259999,1019.859999,21styear,DT
I,i,1020.219999,1020.329999,21styear,PRP
didn't,didn't,1020.33,1020.61,21styear,VBP
steal,steal,1020.62,1021.18,21styear,VB
your,your,1021.179999,1021.349999,21styear,PRP$
damn,damn,1021.349999,1021.749999,21styear,NN
sleeping,sleeping,1021.75,1022.23,21styear,VBG
pills,pills,1022.23,1022.7,21styear,NNS
I,i,1022.969999,1023.109999,21styear,PRP
am,am,1023.11,1023.45,21styear,VBP
NOT,not,1023.45,1023.76,21styear,JJ
my,my,1023.77,1023.98,21styear,PRP$
mother,mother,1023.98,1024.38,21styear,NN
OK,ok,1024.379999,1025.029999,21styear,JJ
I,i,1025.15,1025.38,21styear,PRP
don't,don't,1025.41,1025.69,21styear,VBP
want,want,1025.690001,1025.870001,21styear,VB
to,to,1025.869999,1025.929999,21styear,TO
die,die,1025.93,1026.29,21styear,VB
Do,do,1026.46,1026.54,21styear,NNP
you,you,1026.54,1026.66,21styear,PRP
want,want,1026.66,1026.84,21styear,VB
me,me,1026.84,1026.9499999999998,21styear,PRP
to,to,1026.95,1027.04,21styear,TO
sign,sign,1027.04,1027.3,21styear,VB
a,a,1027.3,1027.38,21styear,DT
statement,statement,1027.38,1027.9,21styear,NN
or,or,1027.9,1027.95,21styear,CC
something,something,1027.95,1028.35,21styear,NN
I,i,1028.38,1028.48,21styear,PRP
am,am,1028.48,1028.79,21styear,VBP
not,not,1028.79,1029.04,21styear,RB
my,my,1029.04,1029.19,21styear,PRP$
mother,mother,1029.19,1029.46,21styear,NN
I'm,i'm,1029.46,1029.77,21styear,NNP
not,not,1029.77,1030.17,21styear,RB
Steven,steven,1030.92,1031.36,21styear,NNP
moves,moves,1031.36,1031.64,21styear,VBZ
to,to,1031.64,1031.7700000000002,21styear,TO
hug,hug,1031.77,1032.01,21styear,VB
