Word,word_gentle,onset,offset,PoS,transcript,lemma,word,blankTR,onset_addblankTR,offset_addblankTR
much,much,155.13,155.39,RB,21styear,much,much,0,155.13,155.39
older,older,155.389999,155.70999899999998,JJR,21styear,older,older,0,155.389999,155.70999899999998
than,than,155.71,155.91,IN,21styear,than,than,0,155.71,155.91
fifty,fifty,155.91,156.57,VB,21styear,fifty,fifty,0,155.91,156.57
She,she,156.849999,157.059999,PRP,21styear,she,she,0,156.849999,157.059999
doesn't,doesn't,157.059999,157.32999900000002,JJ,21styear,doesn't,doesn't,0,157.059999,157.32999900000002
talk,talk,157.33,157.66000000000005,NN,21styear,talk,talk,0,157.33,157.66000000000005
to,to,157.66,157.78,TO,21styear,to,to,0,157.66,157.78
me,me,157.78,158.24,PRP,21styear,me,me,0,157.78,158.24
Margaret,margaret,158.29,158.73,JJ,21styear,margaret,margaret,0,158.29,158.73
whispers,<unk>,158.73,159.23,NNS,21styear,whisper,whispers,0,158.73,159.23
So,so,159.24,159.41,IN,21styear,so,so,0,159.24,159.41
yes,yes,159.41,160.02,RB,21styear,yes,yes,0,159.41,160.02
I,i,160.25,160.37,JJ,21styear,i,i,0,160.25,160.37
think,think,160.4,160.62,VBP,21styear,think,think,0,160.4,160.62
you,you,160.629999,160.789999,PRP,21styear,you,you,0,160.629999,160.789999
should,should,160.789999,160.979999,MD,21styear,should,should,0,160.789999,160.979999
do,do,160.98,161.2,VB,21styear,do,do,0,160.98,161.2
it,it,161.199999,161.449999,PRP,21styear,it,it,0,161.199999,161.449999
She,she,161.82,162.01999999999998,PRP,21styear,she,she,0,161.82,162.01999999999998
stops,stops,162.02,162.78,VBZ,21styear,stop,stops,0,162.02,162.78
I'll,i'll,163.139999,163.27999899999998,RB,21styear,i'll,i'll,0,163.139999,163.27999899999998
be,be,163.279999,163.399999,VB,21styear,be,be,0,163.279999,163.399999
home,home,163.4,163.62,NN,21styear,home,home,0,163.4,163.62
late,,,,RB,21styear,late,late,0,,
tonight,,,,VBD,21styear,tonight,tonight,0,,
she,she,164.32,164.56,PRP,21styear,she,she,0,164.32,164.56
adds,adds,164.56,165.13,VBZ,21styear,add,adds,0,164.56,165.13
She,she,165.49,165.63,PRP,21styear,she,she,0,165.49,165.63
wants,wants,165.63,165.85,VBZ,21styear,want,wants,0,165.63,165.85
Steven,steven,165.86,166.24,RB,21styear,steven,steven,0,165.86,166.24
to,to,166.24,166.34,TO,21styear,to,to,0,166.24,166.34
ask,ask,166.34,166.65,VB,21styear,ask,ask,0,166.34,166.65
why,why,166.65,167.18,WRB,21styear,why,why,0,166.65,167.18
but,but,167.57,167.70999999999998,CC,21styear,but,but,0,167.57,167.70999999999998
he,he,167.71,167.82000000000002,PRP,21styear,he,he,0,167.71,167.82000000000002
doesn't,doesn't,167.82,168.29,VBZ,21styear,doesn't,doesn't,0,167.82,168.29
The,the,174.17,174.28,DT,21styear,the,the,0,174.17,174.28
Graduation,graduation,174.28,174.9,NN,21styear,graduation,graduation,0,174.28,174.9
party,party,174.9,175.29,NN,21styear,party,party,0,174.9,175.29
keeps,keeps,175.29,175.6,VBZ,21styear,keep,keeps,0,175.29,175.6
going,going,175.599999,176.139999,VBG,21styear,going,going,0,175.599999,176.139999
Clara,clara,176.4,176.76000000000002,JJ,21styear,clara,clara,0,176.4,176.76000000000002
stares,stares,176.77,177.26000000000002,NNS,21styear,stare,stares,0,176.77,177.26000000000002
at,at,177.259999,177.359999,IN,21styear,at,at,0,177.259999,177.359999
her,her,177.36,177.47000000000003,PRP$,21styear,her,her,0,177.36,177.47000000000003
husband,husband,177.469999,178.089999,NN,21styear,husband,husband,0,177.469999,178.089999
once,once,178.27,178.56,RB,21styear,once,once,0,178.27,178.56
the,the,178.559999,178.649999,DT,21styear,the,the,0,178.559999,178.649999
most,most,178.65,178.95000000000002,RBS,21styear,most,most,0,178.65,178.95000000000002
handsome,handsome,178.949999,179.299999,JJ,21styear,handsome,handsome,0,178.949999,179.299999
man,man,179.309999,179.60999900000002,NN,21styear,man,man,0,179.309999,179.60999900000002
in,in,179.609999,179.689999,IN,21styear,in,in,0,179.609999,179.689999
the,the,179.690001,179.800001,DT,21styear,the,the,0,179.690001,179.800001
room,room,179.799999,180.319999,NN,21styear,room,room,0,179.799999,180.319999
Gary's,<unk>,181.06,181.07,NN,21styear,gary's,gary's,0,181.06,181.07
thirty,thirty,181.08,181.4,NN,21styear,thirty,thirty,0,181.08,181.4
five,five,181.4,181.76,CD,21styear,five,five,0,181.4,181.76
and,and,181.76,181.87,CC,21styear,and,and,0,181.76,181.87
already,already,181.87,182.2,RB,21styear,already,already,0,181.87,182.2
balding,balding,182.2,182.93,VBG,21styear,balding,balding,0,182.2,182.93
His,his,183.23,183.46,PRP$,21styear,his,his,0,183.23,183.46
face,face,183.46,183.74,NN,21styear,face,face,0,183.46,183.74
is,is,183.75,183.9,VBZ,21styear,is,is,0,183.75,183.9
liquor,liquor,183.9,184.2,RB,21styear,liquor,liquor,0,183.9,184.2
flushed,flushed,184.2,184.61,VBN,21styear,flushed,flushed,0,184.2,184.61
as,as,184.61,184.72000000000003,IN,21styear,a,as,0,184.61,184.72000000000003
he,he,184.72,184.83,PRP,21styear,he,he,0,184.72,184.83
bends,bends,184.83,185.15,VBZ,21styear,bend,bends,0,184.83,185.15
over,over,185.15,185.47,IN,21styear,over,over,0,185.15,185.47
a,a,185.47,185.54,DT,21styear,a,a,0,185.47,185.54
four,four,185.54,185.78,CD,21styear,four,four,0,185.54,185.78
month,month,185.78,186.06,NN,21styear,month,month,0,185.78,186.06
old,old,186.06,186.26,JJ,21styear,old,old,0,186.06,186.26
baby,baby,186.26,186.6,NN,21styear,baby,baby,0,186.26,186.6
boy,boy,186.6,187.11,VBD,21styear,boy,boy,0,186.6,187.11
Son,son,187.32,187.57,NN,21styear,son,son,0,187.32,187.57
of,of,187.57,187.71,IN,21styear,of,of,0,187.57,187.71
friends,friends,187.71,188.42,NNS,21styear,friend,friends,0,187.71,188.42
His,his,188.48,188.76,PRP$,21styear,his,his,0,188.48,188.76
friends,friends,188.76,189.21,NNS,21styear,friend,friends,0,188.76,189.21
not,not,189.23,189.48,RB,21styear,not,not,0,189.23,189.48
hers,hers,189.48,190.02,NNS,21styear,hers,hers,0,189.48,190.02
He,he,190.41,190.61,PRP,21styear,he,he,0,190.41,190.61
asks,asks,190.61,190.83,VBZ,21styear,asks,asks,0,190.61,190.83
to,to,190.83,190.95,TO,21styear,to,to,0,190.83,190.95
hold,hold,190.95,191.24,VB,21styear,hold,hold,0,190.95,191.24
the,the,191.24,191.31,DT,21styear,the,the,0,191.24,191.31
boy,boy,191.309999,191.739999,NN,21styear,boy,boy,0,191.309999,191.739999
and,and,191.79,191.97,CC,21styear,and,and,0,191.79,191.97
Clara's,,,,JJ,21styear,clara's,clara's,0,,
eyes,eyes,192.46,192.87,NNS,21styear,eye,eyes,0,192.46,192.87
melt,melt,192.87,193.46,VBD,21styear,melt,melt,0,192.87,193.46
In,in,193.7,193.83,IN,21styear,in,in,0,193.7,193.83
an,an,193.83,193.95,DT,21styear,an,an,0,193.83,193.95
alternate,alternate,193.95,194.38,JJ,21styear,alternate,alternate,0,193.95,194.38
universe,universe,194.38,194.99,NN,21styear,universe,universe,0,194.38,194.99
this,this,195.0,195.2,DT,21styear,this,this,0,195.0,195.2
boy,boy,195.2,195.42,NN,21styear,boy,boy,0,195.2,195.42
would,would,195.42,195.53,MD,21styear,would,would,0,195.42,195.53
be,be,195.54,195.67,VB,21styear,be,be,0,195.54,195.67
theirs,theirs,195.67,196.41,JJ,21styear,theirs,theirs,0,195.67,196.41
Gary's,<unk>,196.74,196.75,NN,21styear,gary's,gary's,0,196.74,196.75
awkward,awkward,197.23,197.81,IN,21styear,awkward,awkward,0,197.23,197.81
the,the,197.98,198.09,DT,21styear,the,the,0,197.98,198.09
baby,baby,198.09,198.41,NN,21styear,baby,baby,0,198.09,198.41
starts,starts,198.41,198.78,VBZ,21styear,start,starts,0,198.41,198.78
crying,crying,198.78,199.19,VBG,21styear,cry,crying,0,198.78,199.19
and,and,199.19,199.27,CC,21styear,and,and,0,199.19,199.27
everyone,everyone,199.27,199.7,NN,21styear,everyone,everyone,0,199.27,199.7
laughs,laughs,199.7,200.22,NNS,21styear,laugh,laughs,0,199.7,200.22
You're,you're,200.25,200.41,MD,21styear,you're,you're,0,200.25,200.41
not,not,200.41,200.63,RB,21styear,not,not,0,200.41,200.63
daddy,daddy,200.63,200.95,VB,21styear,daddy,daddy,0,200.63,200.95
material,material,200.95,201.53,JJ,21styear,material,material,0,200.95,201.53
man,man,201.53,202.04,NN,21styear,man,man,0,201.53,202.04
Clara,clara,202.23,202.57,NN,21styear,clara,clara,0,202.23,202.57
can,can,202.57,202.73,MD,21styear,can,can,0,202.57,202.73
see,see,202.73,202.9,VB,21styear,see,see,0,202.73,202.9
the,the,202.9,202.98,DT,21styear,the,the,0,202.9,202.98
back,back,202.99,203.24,NN,21styear,back,back,0,202.99,203.24
of,of,203.25,203.37,IN,21styear,of,of,0,203.25,203.37
Gary's,<unk>,203.65,203.8,NN,21styear,gary's,gary's,0,203.65,203.8
neck,neck,203.81,204.31,NN,21styear,neck,neck,0,203.81,204.31
all,all,204.38,204.68,DT,21styear,all,all,0,204.38,204.68
red,red,204.68,205.2,JJ,21styear,red,red,0,204.68,205.2
Embarrassed,embarrassed,205.41,206.18,VBN,21styear,embarrassed,embarrassed,0,205.41,206.18
but,but,206.19,206.39,CC,21styear,but,but,0,206.19,206.39
hiding,hiding,206.4,206.8,VBG,21styear,hiding,hiding,0,206.4,206.8
it,it,206.8,207.05,PRP,21styear,it,it,0,206.8,207.05
She,she,207.53,207.75,PRP,21styear,she,she,0,207.53,207.75
knows,knows,207.75,208.1,VBZ,21styear,know,knows,0,207.75,208.1
this,this,208.099999,208.379999,DT,21styear,this,this,0,208.099999,208.379999
neck,neck,208.38,208.83,NN,21styear,neck,neck,0,208.38,208.83
Has,has,209.09,209.29,VBZ,21styear,ha,has,0,209.09,209.29
studied,studied,209.29,209.64,VBN,21styear,studied,studied,0,209.29,209.64
it,it,209.639999,209.759999,PRP,21styear,it,it,0,209.639999,209.759999
each,each,209.759999,209.979999,DT,21styear,each,each,0,209.759999,209.979999
night,night,209.98,210.26,NN,21styear,night,night,0,209.98,210.26
for,for,210.259999,210.399999,IN,21styear,for,for,0,210.259999,210.399999
ten,ten,210.4,210.63,JJ,21styear,ten,ten,0,210.4,210.63
years,years,210.63,211.35,NNS,21styear,year,years,0,210.63,211.35
And,and,211.66,211.79,CC,21styear,and,and,0,211.66,211.79
Clara,clara,211.79,212.11,NN,21styear,clara,clara,0,211.79,212.11
is,is,212.11,212.3,VBZ,21styear,is,is,0,212.11,212.3
suddenly,suddenly,212.299999,212.769999,RB,21styear,suddenly,suddenly,0,212.299999,212.769999
filled,filled,212.77,213.22,VBN,21styear,filled,filled,0,212.77,213.22
with,with,213.219999,213.359999,IN,21styear,with,with,0,213.219999,213.359999
the,,,,DT,21styear,the,the,0,,
need,,,,NN,21styear,need,need,0,,
to,to,213.79,213.89,TO,21styear,to,to,0,213.79,213.89
protect,protect,213.889999,214.339999,VB,21styear,protect,protect,0,213.889999,214.339999
him,him,214.34,214.66,PRP,21styear,him,him,0,214.34,214.66
She,she,214.959999,215.139999,PRP,21styear,she,she,0,214.959999,215.139999
puts,puts,215.139999,215.409999,VBZ,21styear,put,puts,0,215.139999,215.409999
her,her,215.41,215.57,PRP$,21styear,her,her,0,215.41,215.57
hand,hand,215.57,216.02,NN,21styear,hand,hand,0,215.57,216.02
on,on,216.029999,216.169999,IN,21styear,on,on,0,216.029999,216.169999
the,,,,DT,21styear,the,the,0,,
small,small,216.24,216.6,JJ,21styear,small,small,0,216.24,216.6
of,of,216.6,216.71,IN,21styear,of,of,0,216.6,216.71
his,his,216.71,216.85,PRP$,21styear,his,his,0,216.71,216.85
back,back,216.85,217.29,NN,21styear,back,back,0,216.85,217.29
hoping,hoping,217.49,217.88,VBG,21styear,hoping,hoping,0,217.49,217.88
he'd,he'd,217.88,218.06,NN,21styear,he'd,he'd,0,217.88,218.06
turn,turn,218.09,218.75,VBP,21styear,turn,turn,0,218.09,218.75
The,the,219.26,219.38,DT,21styear,the,the,0,219.26,219.38
baby's,baby's,219.38,219.73,NN,21styear,baby's,baby's,0,219.38,219.73
father,father,219.73,220.12,NN,21styear,father,father,0,219.73,220.12
steps,steps,220.12,220.54,VBZ,21styear,step,steps,0,220.12,220.54
up,up,220.54,220.83,RP,21styear,up,up,0,220.54,220.83
So,so,220.99,221.43,RB,21styear,so,so,0,220.99,221.43
is,is,221.43,221.57,VBZ,21styear,is,is,0,221.43,221.57
it,it,221.57,221.69,PRP,21styear,it,it,0,221.57,221.69
time,time,221.69,221.94,NN,21styear,time,time,0,221.69,221.94
to,to,221.94,222.05,TO,21styear,to,to,0,221.94,222.05
open,open,222.05,222.3,VB,21styear,open,open,0,222.05,222.3
that,that,222.3,222.53,DT,21styear,that,that,0,222.3,222.53
Scotch,scotch,222.53,223.07,NN,21styear,scotch,scotch,0,222.53,223.07
Clara,clara,223.44,223.83,NN,21styear,clara,clara,0,223.44,223.83
you're,you're,223.83,224.01,NN,21styear,you're,you're,0,223.83,224.01
moving,moving,224.01,224.29,VBG,21styear,moving,moving,0,224.01,224.29
to,to,224.29,224.4,TO,21styear,to,to,0,224.29,224.4
New,new,224.4,224.5,JJ,21styear,new,new,0,224.4,224.5
York,york,224.5,224.76,NN,21styear,york,york,0,224.5,224.76
too,too,224.76,225.23,RB,21styear,too,too,0,224.76,225.23
Going,going,225.349999,225.809999,VBG,21styear,going,going,0,225.349999,225.809999
where,where,225.809999,226.299999,WRB,21styear,where,where,0,225.809999,226.299999
doing,doing,226.309999,226.679999,VBG,21styear,doing,doing,0,226.309999,226.679999
what,what,226.679999,226.979999,WP,21styear,what,what,0,226.679999,226.979999
Clara,clara,227.37,227.71,NN,21styear,clara,clara,0,227.37,227.71
looks,looks,227.71,227.92,VBZ,21styear,look,looks,0,227.71,227.92
at,at,227.92,228.0,IN,21styear,at,at,0,227.92,228.0
Gary,gary,228.0,228.42,NN,21styear,gary,gary,0,228.0,228.42
confused,confused,228.42,229.37,VBD,21styear,confused,confused,0,228.42,229.37
and,and,229.429999,229.559999,CC,21styear,and,and,0,229.429999,229.559999
he,he,229.559999,229.679999,PRP,21styear,he,he,0,229.559999,229.679999
smiles,smiles,229.679999,230.199999,VBZ,21styear,smile,smiles,0,229.679999,230.199999
past,past,230.2,230.61,RB,21styear,past,past,0,230.2,230.61
her,her,230.61,230.96,PRP,21styear,her,her,0,230.61,230.96
to,to,231.0,231.12,TO,21styear,to,to,0,231.0,231.12
the,the,231.12,231.21,DT,21styear,the,the,0,231.12,231.21
crowd,crowd,231.21,231.93,NN,21styear,crowd,crowd,0,231.21,231.93
He's,he's,232.049999,232.269999,NN,21styear,he's,he's,0,232.049999,232.269999
basking,basking,232.27,232.82,NN,21styear,basking,basking,0,232.27,232.82
in,in,232.82,232.84,IN,21styear,in,in,0,232.82,232.84
the,the,232.969999,233.039999,DT,21styear,the,the,0,232.969999,233.039999
glory,glory,233.039999,233.519999,NN,21styear,glory,glory,0,233.039999,233.519999
of,of,233.52,233.65,IN,21styear,of,of,0,233.52,233.65
something,something,233.65,234.34,NN,21styear,something,something,0,233.65,234.34
Tommy,tommy,234.7,235.22,IN,21styear,tommy,tommy,0,234.7,235.22
the,the,235.24,235.32,DT,21styear,the,the,0,235.24,235.32
baby's,baby's,235.33,235.73,NN,21styear,baby's,baby's,0,235.33,235.73
father,father,235.73,236.3,NN,21styear,father,father,0,235.73,236.3
looks,looks,236.47,236.74,VBZ,21styear,look,looks,0,236.47,236.74
at,at,236.74,236.85,IN,21styear,at,at,0,236.74,236.85
Clara's,,,,JJ,21styear,clara's,clara's,0,,
face,face,237.34,237.66,NN,21styear,face,face,0,237.34,237.66
and,and,237.66,237.79,CC,21styear,and,and,0,237.66,237.79
takes,takes,237.79,238.05,VBZ,21styear,take,takes,0,237.79,238.05
a,a,238.05,238.14,DT,21styear,a,a,0,238.05,238.14
step,step,238.14,238.5,NN,21styear,step,step,0,238.14,238.5
back,back,238.5,238.9,RB,21styear,back,back,0,238.5,238.9
Oh,oh,239.08,239.36,JJ,21styear,oh,oh,0,239.08,239.36
man,man,239.36,239.88,NN,21styear,man,man,0,239.36,239.88
Did,did,239.88,240.09,VBD,21styear,did,did,0,239.88,240.09
I,i,240.09,240.17,RB,21styear,i,i,0,240.09,240.17
blow,blow,240.17,240.41,VB,21styear,blow,blow,0,240.17,240.41
the,the,240.41,240.53,DT,21styear,the,the,0,240.41,240.53
surprise,surprise,240.53,241.16,NN,21styear,surprise,surprise,0,240.53,241.16
I'm,i'm,241.2,241.47,NN,21styear,i'm,i'm,0,241.2,241.47
so,so,241.47,241.77,RB,21styear,so,so,0,241.47,241.77
sorry,sorry,241.77,242.48,JJ,21styear,sorry,sorry,0,241.77,242.48
You,you,249.33,249.48,PRP,21styear,you,you,0,249.33,249.48
guys,guys,249.5,249.85,NNS,21styear,guy,guys,0,249.5,249.85
are,are,249.849999,249.939999,VBP,21styear,are,are,0,249.849999,249.939999
into,into,249.94,250.15,IN,21styear,into,into,0,249.94,250.15
bullshit,bullshit,250.15,250.66,JJ,21styear,bullshit,bullshit,0,250.15,250.66
drama,drama,250.67,251.2,NN,21styear,drama,drama,0,250.67,251.2
again,again,251.199999,251.749999,RB,21styear,again,again,0,251.199999,251.749999
I,i,251.949999,252.059999,JJ,21styear,i,i,0,251.949999,252.059999
just,just,252.059999,252.339999,RB,21styear,just,just,0,252.059999,252.339999
like,like,252.34,252.48,IN,21styear,like,like,0,252.34,252.48
to,to,252.49,252.63,TO,21styear,to,to,0,252.49,252.63
sleep,sleep,252.63,253.05,VB,21styear,sleep,sleep,0,252.63,253.05
deeply,deeply,253.05,253.44,RB,21styear,deeply,deeply,0,253.05,253.44
these,these,253.44,253.64,DT,21styear,these,these,0,253.44,253.64
days,days,253.64,253.9,NNS,21styear,day,days,0,253.64,253.9
That's,that's,253.9,254.16,VBP,21styear,that's,that's,0,253.9,254.16
all,all,254.16,254.62,DT,21styear,all,all,0,254.16,254.62
Sasha,sasha,255.14,255.54,NN,21styear,sasha,sasha,0,255.14,255.54
strides,strides,255.54,255.99,VBZ,21styear,stride,strides,0,255.54,255.99
up,up,255.99,256.13,IN,21styear,up,up,0,255.99,256.13
to,to,256.13,256.22,TO,21styear,to,to,0,256.13,256.22
her,her,256.22,256.35,PRP$,21styear,her,her,0,256.22,256.35
dad,dad,256.35,256.64000000000004,NN,21styear,dad,dad,0,256.35,256.64000000000004
and,and,256.64,256.76,CC,21styear,and,and,0,256.64,256.76
opens,opens,256.76,257.04,VBZ,21styear,open,opens,0,256.76,257.04
her,her,257.04,257.16,PRP$,21styear,her,her,0,257.04,257.16
palm,palm,257.16,257.74,NN,21styear,palm,palm,0,257.16,257.74
The,the,258.02,258.13,DT,21styear,the,the,0,258.02,258.13
ten,ten,258.13,258.39,JJ,21styear,ten,ten,0,258.13,258.39
white,white,258.39,258.63,JJ,21styear,white,white,0,258.39,258.63
sleeping,sleeping,258.63,259.06,NN,21styear,sleeping,sleeping,0,258.63,259.06
pills,pills,259.06,259.31,NNS,21styear,pill,pills,0,259.06,259.31
stare,stare,259.32,259.77,VBP,21styear,stare,stare,0,259.32,259.77
at,at,259.77,259.91,IN,21styear,at,at,0,259.77,259.91
him,him,259.91,260.28000000000003,PRP,21styear,him,him,0,259.91,260.28000000000003
an,an,260.57,260.73,DT,21styear,an,an,0,260.57,260.73
act,act,260.73,260.95000000000005,NN,21styear,act,act,0,260.73,260.95000000000005
of,of,260.95,261.07,IN,21styear,of,of,0,260.95,261.07
defiance,defiance,261.07,262.01,NN,21styear,defiance,defiance,0,261.07,262.01
I,i,262.46,262.54999999999995,NN,21styear,i,i,0,262.46,262.54999999999995
certainly,certainly,262.55,262.94,RB,21styear,certainly,certainly,0,262.55,262.94
don't,don't,262.94,263.09,RB,21styear,don't,don't,0,262.94,263.09
need,need,263.099999,263.33999900000003,VB,21styear,need,need,0,263.099999,263.33999900000003
you,you,263.34,263.45,PRP,21styear,you,you,0,263.34,263.45
guys,guys,263.45,263.73,VB,21styear,guy,guys,0,263.45,263.73
freaking,freaking,263.73,264.15000000000003,VBG,21styear,freaking,freaking,0,263.73,264.15000000000003
out,out,264.15,264.58,RP,21styear,out,out,0,264.15,264.58
Sasha,sasha,264.88,265.29,NN,21styear,sasha,sasha,0,264.88,265.29
watches,watches,265.29,265.67,NNS,21styear,watch,watches,0,265.29,265.67
her,her,265.67,265.79,PRP$,21styear,her,her,0,265.67,265.79
dad,dad,265.79,266.26000000000005,NN,21styear,dad,dad,0,265.79,266.26000000000005
flush,flush,266.259999,266.629999,NN,21styear,flush,flush,0,266.259999,266.629999
the,the,266.639999,266.749999,DT,21styear,the,the,0,266.639999,266.749999
pills,pills,266.75,267.14,NNS,21styear,pill,pills,0,266.75,267.14
down,down,267.139999,267.439999,RP,21styear,down,down,0,267.139999,267.439999
the,the,267.44,267.53,DT,21styear,the,the,0,267.44,267.53
toilet,toilet,267.53,268.15,NN,21styear,toilet,toilet,0,267.53,268.15
You,you,268.43,268.54,PRP,21styear,you,you,0,268.43,268.54
should,should,268.539999,268.789999,MD,21styear,should,should,0,268.539999,268.789999
have,have,268.789999,268.89999900000004,VB,21styear,have,have,0,268.789999,268.89999900000004
put,put,268.93,269.14,VBN,21styear,put,put,0,268.93,269.14
them,them,269.139999,269.309999,PRP,21styear,them,them,0,269.139999,269.309999
back,back,269.32,269.64,RB,21styear,back,back,0,269.32,269.64
in,in,269.639999,269.729999,IN,21styear,in,in,0,269.639999,269.729999
the,the,269.73,269.87,DT,21styear,the,the,0,269.73,269.87
pill,pill,269.879999,270.179999,NN,21styear,pill,pill,0,269.879999,270.179999
box,box,270.19,270.85,NN,21styear,box,box,0,270.19,270.85
Of,of,271.31,271.5,IN,21styear,of,of,0,271.31,271.5
course,course,271.5,271.82,NN,21styear,course,course,0,271.5,271.82
Sasha's,<unk>,271.82,271.83,NN,21styear,sasha's,sasha's,0,271.82,271.83
right,right,272.35,272.71000000000004,JJ,21styear,right,right,0,272.35,272.71000000000004
and,and,272.72,272.88000000000005,CC,21styear,and,and,0,272.72,272.88000000000005
now,now,272.88,273.03,RB,21styear,now,now,0,272.88,273.03
his,his,273.03,273.19,PRP$,21styear,his,his,0,273.03,273.19
gesture,gesture,273.19,273.56,NN,21styear,gesture,gesture,0,273.19,273.56
